init_id,id,description,has_stock,cost,weight,cr_number,mfg
6644323,6644323,"Black Actuator 2 Slit Blue Len
Universal",True,1.48,0.54,,
6644324,6644324,"Black Actuator No Lens
Universal",True,0.67,0.5,,
6644325,6644325,"Red Actuator No Lens
Universal",True,0.71,0.5,,
6644326,6644326,Gray Actuator No Lens,True,1.48,0.5,,
6644327,6644327,"Bezel End
Universal",True,0.74,0.5,,
6644328,6644328,"Bezel Middle
Universal",True,0.71,0.5,,
6644332,6644332,"Switch Panel Seal
Universal",True,0.55,0.5,,
6644334,6644334,"White Actuator 1 Red Lens
Universal",True,0.8,0.5,,
6644335,6644335,"White Actuator 2 Red Lens
Universal",True,0.91,0.5,,
6644336,6644336,"White Actuator No Lens
Universal",True,0.91,0.5,,
6645R,6645R,"Crankshaft Reconditioned
Force 75/90hp 3Cyl 13 spline
Core Charge Included
Mfg Part #: 488-828305A1",False,277.74,16.6,,488-828305A1
6647R,6647R,"Crankshaft Reconditioned
J/E 20-30hp 2Cyl 93 - 98
Core Charge Included
Cross Ref #: 338514, 435492
Mfg Part #: 338514",False,266.21,18.0,"338514, 435492",338514
6661D,6661D,"Power Pack Digital Replacement
Johnson/Evinrude 185-225hp V6
Mfg Part #: 586661",False,134.96,2.0,,586661
67C-W0001P,67C-W0001P,"Seal Kit, Lower Gearcase
Yamaha T25, F30, F40 2002
Mfg Part #: 67C-W0001-21-00",False,73.04,0.05,,67C-W0001-21-00
67C-45371P,67C-45371P,"Anode, Trim Tab Zinc
Yamaha 20-60hp
2006-Late
Cross Ref #: 67C-45371-00-00
Mfg Part #: 67C-45371-00-00",True,5.04,0.7,67C-45371-00-00,67C-45371-00-00
67F-PROPKIT,67F-PROPKIT,"Propeller Hardware Kit
Yamaha 60-90HP 2 Stroke
T50-T60 & F70-F100 4 Stroke
Cross Ref #: 18-73996, 67F-W4599-00-00
Mfg Part #: 67F-W4599-00-00",False,24.09,1.0,"18-73996, 67F-W4599-00-00",67F-W4599-00-00
67F-13300-10-00,67F-13300-10-00,"Oil Pump Assy.
Yamaha F80-F115
Mfg Part #: 67F-13300-10-00",True,358.87,2.0,,67F-13300-10-00
67H-132,67H-132,"Oil Injection Pump
Yamaha SX200
1999-2005
Cross Ref #: 67H-13200-00-00, 67H-13200-01-00, 67H-13200-02-00
Mfg Part #: 67H-13200-01-00",False,416.4,0.6,"67H-13200-00-00, 67H-13200-01-00, 67H-13200-02-00",67H-13200-01-00
67111-1,67111-1,"Gasket, Cylinder Head OEM
Mercury 75-115 4 Stroke
Yamaha 4 Stroke 4cyl
Cross Ref #: 67F-11181-02-00, 67F-11181-03-00
Mfg Part #: 27-8041151",True,106.5,0.5,"67F-11181-02-00, 67F-11181-03-00",27-8041151
67377U,67377U,"Crankshaft Sealing Ring Used
Mercury 2.0-2.5L Late Style
3mm / .120"" thick
Cross Ref #: 67377, 67377T
Mfg Part #: 39-67377",False,3.01,0.6,"67377, 67377T",39-67377
68F-8259F-00-00,68F-8259F-00-00,"Switch Assembly
Yamaha F115-F225
2000-2005
Mfg Part #: 68F-8259F-00-00",False,51.47,0.2,,68F-8259F-00-00
68F245,68F245,"Fuel Filter Element
Yamaha Z175-Z300
2004-2005
Cross Ref #: 18-7955, 68F-24563-10-00
Mfg Part #: 68F-24563-10-00",True,20.71,0.1,"18-7955, 68F-24563-10-00",68F-24563-10-00
68T-45251P,68T-45251P,"Anode, Plate Small Zinc
Yamaha 6/8/9.9hp
2006-Late
Cross Ref #: 68T-45251-00-00
Mfg Part #: 68T-45251-00-00",False,3.56,0.21,68T-45251-00-00,68T-45251-00-00
68V-8A360,68V-8A360,"Injector, Fuel
Yamaha 115 HP 4 Stroke
Mfg Part #: 68V-8A360-00-00",True,162.48,0.2,,68V-8A360-00-00
6800K,6800K,"Engine Rebuild Kit Standard
Yamaha V6 3.1 Liter 76 degree
Dish Top Piston, Carbureted",False,717.71,19.0,,
6800KT,6800KT,"Engine Rebuild Kit Standard
Yamaha V6 3.1 Liter 76 degree
Dish Top Piston, EFI / OX66",False,717.71,19.0,,
6802,6802,"Power Trim Assembly
Johnson/Evinrude 135-200HP V6
60 Degree 2000-09
Cross Ref #: 18-6801, 18-6802, 438787, 438962, 439934, 5005113, 5005114
Mfg Part #: 5005113",True,998.57,19.42,"18-6801, 18-6802, 438787, 438962, 439934, 5005113, 5005114",5005113
681960,681960,"Regulator
Yamaha 250HP 2005-2006
Mfg Part #: 6P2-81960-03-00",True,345.89,1.5,,6P2-81960-03-00
6820K,6820K,"Engine Rebuild Kit .020 Over
Yamaha V6 3.1 Liter 76 degree
Dish Top Piston, Carbureted",False,717.71,19.0,,
6820KT,6820KT,"Engine Rebuild Kit .020 Over
Yamaha V6 3.1 Liter 76 degree
Dish Top Piston, EFI / OX66",False,718.56,19.0,,
6840K,6840K,"Engine Rebuild Kit .040 Over
Yamaha V6 3.1 Liter 76 degree
Dish Top Piston, Carbureted",False,717.71,19.0,,
6840KT,6840KT,"Engine Rebuild Kit .040 Over
Yamaha V6 3.1 Liter 76 degree
Dish Top Piston, EFI / OX66",False,717.71,19.0,,
68585,68585,"Fuel Supply Module
Mercury 75-150HP
Mercruiser 4.5L Alpha MPI
Mfg Part #: 8M0158586",True,652.25,5.0,,8M0158586
688-45375-00-00,688-45375-00-00,"Damper Seal
Yamaha 50-250HP 94-Up
Mfg Part #: 688-45375-00-00",True,9.38,0.05,,688-45375-00-00
688-8258A-50-00,688-8258A-50-00,"Harness
Yamaha
10P/Main harness 16FT",True,101.68,4.0,,
688-8258A-60-00,688-8258A-60-00,"Harness
Yamaha
Wire Harness 20FT",False,122.18,4.0,,
688CU,688CU,"Crankshaft, Used
Yamaha 85-90hp 3Cyl
Mfg Part #: 688-11411-01-00",False,304.63,19.9,,688-11411-01-00
68845,68845,"Washer, Propshaft
Yamaha 40-50hp
Cross Ref #: 1-510-688-4599, 688-45997-00-00, 688-45997-01-00, 688-45997-02-00
Mfg Part #: 688-45997-01-00",True,33.83,0.4,"1-510-688-4599, 688-45997-00-00, 688-45997-01-00, 688-45997-02-00",688-45997-01-00
689-PROPKIT,689-PROPKIT,"Yamaha 20-30HP 2 Stroke
F25 4 Stroke
Cross Ref #: 689-W4599-00-00
Mfg Part #: 689-W4599-00-00",False,12.35,1.0,689-W4599-00-00,689-W4599-00-00
69J-12111P-SS,69J-12111P-SS,"Intake Valve-SS
Yamaha F150-F225
2002-2010
Mfg Part #: 69J-12111-00-00",True,18.62,0.5,,69J-12111-00-00
69J-12113-01-00,69J-12113-01-00,"Valve Spring
Yamaha F150-F250
2002-Mid 2010
Mfg Part #: 69J-12113-00-00",False,8.68,0.02,,69J-12113-00-00
69J-12119P,69J-12119P,"Valve Steam Seal
Yamaha 4-Stroke F150-F350
Mfg Part #: 69J-12119-00-00",True,2.53,0.12,,69J-12119-00-00
69J-12121-00-00,69J-12121-00-00,"Valve, Exhaust
Yamaha F150-F225 4-Stroke
2002-Later
Cross Ref #: 69J-12121-00-00
Mfg Part #: 69J-12121-00-00",False,66.04,0.002,69J-12121-00-00,69J-12121-00-00
69J-13761,69J-13761,"Injector, Fuel
Yamaha 200 HP 4 Stroke
Mfg Part #: 69J-13761-00-00",True,181.59,0.2,,69J-13761-00-00
69J-44514,69J-44514,"Mount Damper, Upper Side OEM
Yamaha F200-250
2006-Later
Mfg Part #: 69J-44514-00-94",True,73.19,0.52,,69J-44514-00-94
69J-45300R,69J-45300R,"Gearcase Assy Reman
Yamaha 200-250hp
25in Shaft
Cross Ref #: 6FJ-45300-03-8D, 6FJ-45300-03-8D, 6P2-45300-20-8D, 6P2-45300-21-8D, 69J-45300-20-8D, 69J-45300-21-8D, 69J-45300-22-8D, 69J-45300-23-8D, 69J-45300-24-8D, 69J-45300-24-8D, 69J-45300-25-8D, 69J-45300-25-8D, 69J-45300-25-8D, 69J-45300-25-8D
Mfg Part #: 69J-45300-25-8D",False,1800.0,,"6FJ-45300-03-8D, 6FJ-45300-03-8D, 6P2-45300-20-8D, 6P2-45300-21-8D, 69J-45300-20-8D, 69J-45300-21-8D, 69J-45300-22-8D, 69J-45300-23-8D, 69J-45300-24-8D, 69J-45300-24-8D, 69J-45300-25-8D, 69J-45300-25-8D, 69J-45300-25-8D, 69J-45300-25-8D",69J-45300-25-8D
69J-45318-01-00,69J-45318-01-00,"Bushing, Drive Shaft
Yamaha F200-F300HP 2004-2005
Mfg Part #: 69J-45318-01-00",True,72.57,0.05,,69J-45318-01-00
69J-45332,69J-45332,"Carrier, Bearing
Yamaha 200-250 HP 1990-03
Cross Ref #: 69J-45332-00-00, 69J-45332-00-94
Mfg Part #: 69J-45332-00-94",True,86.14,2.0,"69J-45332-00-00, 69J-45332-00-94",69J-45332-00-94
69J-45361,69J-45361,"Bearing Carrier
Yamaha 200-250HP 2002 & Up
Cross Ref #: 69J-45361-00-8D
Mfg Part #: 69J-45361-00-8D",True,54.09,2.44,69J-45361-00-8D,69J-45361-00-8D
69J-46241-00-00,69J-46241-00-00,"Timing Belt
Yamaha 200-225HP 4-Stroke
Cross Ref #: 69J-46241-00-00
Mfg Part #: 69J-46241-00-00",True,116.23,0.32,69J-46241-00-00,69J-46241-00-00
69J-81950-12-00,69J-81950-12-00,"Relay Assembly
Yamaha 200-225HP 2004-2010
Cross Ref #: 69J-81950-11-00
Mfg Part #: 69J-81950-12-00",True,297.55,2.0,69J-81950-11-00,69J-81950-12-00
69J-8259F-00-00,69J-8259F-00-00,"Switch Assembly
Yamaha F150-F250
2002-Late
Mfg Part #: 69J-8259F-00-00",True,76.49,0.2,,69J-8259F-00-00
69K-45611,69K-45611,"Prop Shaft Counter Rotating
Yamaha 200-300hp
2002 & Later
Cross Ref #: 69K-45611-00-00
Mfg Part #: 69K-45611-00-00",True,175.85,4.44,69K-45611-00-00,69K-45611-00-00
69W-45551P,69W-45551P,"Gear, Pinion
Yamaha F50/F60
F50 2005-Later/F60 2002-Later
Cross Ref #: 69W-45551-00-00
Mfg Part #: 69W-45551-00-00",True,40.61,,69W-45551-00-00,69W-45551-00-00
692-W0078-02-00,692-W0078-02-00,"Impeller Repair Kit OEM
Yamaha 60-90HP 1998-2007
Cross Ref #: 692-W0078-02-00
Mfg Part #: 692-W0078-02-00",True,29.87,1.0,692-W0078-02-00,692-W0078-02-00
69220,69220,"Bearing, Driveshaft OEM
Mercury 135-200hp
Force 85-125 F522056
Cross Ref #: F522056, 18-1121, 69220, 69220
Mfg Part #: 69220T",True,78.93,0.5,"F522056, 18-1121, 69220, 69220",69220T
7000,7000,"Wrist Pin
Mercury 3.0L",True,5.69,0.3,,
7000-1,7000-1,"Engine Rebuild Kit Standard
Mercury 225/250 Carb/EFI 3.0L
Double Roller Style Cntr Main",False,738.98,18.0,,
7000-2,7000-2,"Engine Rebuild Kit Standard
Mercury 225/250 Carb/EFI 3.0L
OT325117-Up",False,942.29,18.0,,
7000-5,7000-5,"Engine Rebuild Kit Standard
Mercury 225/250 EFI 3.0L
OT409000-OT598999",False,929.75,18.0,,
7000PH,7000PH,"Pro Piston Kit Std. Port
Mercury 3.0L 225-250Hp
Bore Size 3.625 HP Coating
Mfg Part #: 700-858294T 1",False,118.77,2.5,,700-858294T 1
7000PV,7000PV,"ProV Piston Kit Std. Port
Mercury 3.0L 225-250Hp
Bore Size 3.625
Cross Ref #: 822066A3, 822066A5, 822066A7, 822066T7, 858294T1, 858294T14
Mfg Part #: 2705-822066A7",False,56.05,2.0,"822066A3, 822066A5, 822066A7, 822066T7, 858294T1, 858294T14",2705-822066A7
70115-87322,70115-87322,"Impeller Repair Kit
Tohatsu 70-115Hp TLDI
115-140HP 2-Stroke
Cross Ref #: 3C7873220, 3C7873220M, 3C7873221, 3C7873221M, 3C7873222
Mfg Part #: 3C7873222M",True,89.75,2.0,"3C7873220, 3C7873220M, 3C7873221, 3C7873221M, 3C7873222",3C7873222M
70132,70132,"Washer, Single
Mercury 15-300hp Force 25-120h
Mercruiser & Sport Jet
Cross Ref #: 70132
Mfg Part #: 8M0042642",False,0.96,0.006,70132,8M0042642
7015-1,7015-1,"Engine Rebuild Kit .015 Over
Mercury 225/250 Carb/EFI 3.0L
Double Roller Main",True,1050.18,18.0,,
7015-2,7015-2,"Engine Rebuild Kit .015 Over
Mercury 225/250 Carb/EFI 3.0L
OT325117-Up",True,942.29,18.0,,
7015-5,7015-5,"Engine Rebuild Kit .015 Over
Mercury 225/250 EFI 3.0L
OT409000-OT598999",True,929.7,18.0,,
7030-1,7030-1,"Engine Rebuild Kit .030 Over
Mercury 225/250 Carb/EFI 3.0L
Double Roller Main",False,1050.18,18.0,,
7030-2,7030-2,"Engine Rebuild Kit .030 Over
Mercury 225/250 Carb/EFI 3.0L
OT325117-Up",False,942.29,18.0,,
7030-5,7030-5,"Engine Rebuild Kit .030 Over
Mercury 225/250 EFI 3.0L
OT409000-OT598999",False,929.7,18.0,,
7041,7041,"Needle & Seat
Chrysler 10-135hp
Cross Ref #: F016311, 18-7041, 40930
Mfg Part #: FO10790",True,5.7,0.01,"F016311, 18-7041, 40930",FO10790
7046VP,7046VP,"Carburetor Kit, No Float
Johnson/Evinrude 85-235hp
Crossflows
Mfg Part #: 439076, 435443",True,8.4,0.1,,"439076, 435443"
7051,7051,"Starter Motor 9 Tooth PRO
Mercury 25hp 4 Stroke 98-05
Yamaha 25hp 4 stroke 98-06
Cross Ref #: 65W-81800-00-00, 65W-81800-01-00, 65W-81800-02-00, 65W-81800-03-00
Mfg Part #: 50-830308T,859169T",False,80.27,5.6,"65W-81800-00-00, 65W-81800-01-00, 65W-81800-02-00, 65W-81800-03-00","50-830308T,859169T"
7100P,7100P,"Pro Piston Kit Port Std
Mercury 250XB-300X
Cross Ref #: 822066A10, 822066T10, 858294A1, 858294A3, 858294T2",True,217.71,1.6,"822066A10, 822066T10, 858294A1, 858294A3, 858294T2",
7103,7103,"Carburetor Repair Kit
Force 120hp Sportjet 120
Chrysler 115-140hp 1981-1988
Cross Ref #: FK10103, FK10103-1
Mfg Part #: FK10103-2",True,93.96,0.05,"FK10103, FK10103-1",FK10103-2
7120,7120,"Needle & Seat Kit
Force 35-85hp 1984-88
Chrysler 25-105hp 83-84
Mfg Part #: FK10120-1",True,30.07,0.03,,FK10120-1
7200K,7200K,"Engine Rebuild Kit Standard
OMC 3 Cyl 50-70hp
3.187 Bore 1987-Up",False,339.63,7.0,,
7211R,7211R,"Connecting Rod Reman
Johnson/Evinrude 50-70hp
1987-01
Cross Ref #: 394462",False,31.62,0.8,394462,
7212R,7212R,"Connecting Rod Used
Johnson/Evinrude 35-55hp 2Cyl
1985-03
Cross Ref #: 387387, 388232, 395861
Mfg Part #: 395861",False,40.75,0.7,"387387, 388232, 395861",395861
7220K,7220K,"Engine Rebuild Kit .020 Over
OMC 3 Cyl 50-70hp
3.187 Bore 1987-Up",False,339.63,7.0,,
7230K,7230K,"Engine Rebuild Kit .030 Over
OMC 3 Cyl 50-70hp
3.187 Bore 1987-Up",False,339.63,7.0,,
7241Y,7241Y,"Trim Motor, 4 Bolt
Yamaha 115-200hp
Cross Ref #: 64E-43880-00-00, 64E-43880-00-00, 64E-43880-01-00, 64E-43880-02-00, 64E-43880-02-00, 64E-43880-03-00, 64E-43880-04-00, 67H-43880-00-00, 67H-43880-01-00, 67H-43880-02-00, 67H-43880-03-00, 67H-43880-04-00, 68V-43880-00-00, 68V-43880-01-00, 68V-43880-02-00,,
Mfg Part #: 64E-43880,67H-43880",True,143.98,3.0,"64E-43880-00-00, 64E-43880-00-00, 64E-43880-01-00, 64E-43880-02-00, 64E-43880-02-00, 64E-43880-03-00, 64E-43880-04-00, 67H-43880-00-00, 67H-43880-01-00, 67H-43880-02-00, 67H-43880-03-00, 67H-43880-04-00, 68V-43880-00-00, 68V-43880-01-00, 68V-43880-02-00,,","64E-43880,67H-43880"
7260,7260,"Trim Motor 2 Wire 3 Bolt
Yamaha 40-90hp
1992-2009
Cross Ref #: 6H1-43880-02-00
Mfg Part #: 6H1-43880-02-00",True,110.86,3.2,6H1-43880-02-00,6H1-43880-02-00
7265,7265,"Trim Motor 2 Wire 3 Bolt
Yamaha 115-225hp V4 V6
1992-1996 - Base 2.735""
Mfg Part #: 6G5-43880-02-00",True,112.15,3.4,,6G5-43880-02-00
7266,7266,"Trim Motor
Yamaha 40-50hp
Cross Ref #: 62X-43880-00-00, 62X-43880-01-00, 62X-43880-09-00
Mfg Part #: 62X-43880-09",True,112.15,2.9,"62X-43880-00-00, 62X-43880-01-00, 62X-43880-09-00",62X-43880-09
7270,7270,"Trim Motor/Pump w/Can Res
Mercury 2.4L 2.5L 3.0L 3 Wire
150-300hp Race & Alpha I SS
Mfg Part #: 823653A9,92459A4",True,339.63,8.9,,"823653A9,92459A4"
7300P,7300P,"Wrist Pin
Johnson Evinrude
Crossflow
Cross Ref #: 18-4280
Mfg Part #: 327861",False,6.12,0.3,18-4280,327861
7362,7362,"Starter Motor 9 Tooth PRO
Mercury 40-50hp
1997 & Up
Mfg Part #: 50-834749,898265001",False,101.54,6.21,,"50-834749,898265001"
7379,7379,"Starter Motor 10 Tooth PRO
Mercury 40hp, 45hp, 50hp,30jet
1976-1994
Cross Ref #: 73521, 73521T, 898265005
Mfg Part #: 50-73521 SAB0013",True,92.42,6.3,"73521, 73521T, 898265005",50-73521 SAB0013
738,738,"Gasket, Powerhead Base
Force 40-50hp
1996 & Up.
Mfg Part #: 826738",True,2.89,0.02,,826738
7381,7381,"Starter Motor 9 Tooth PRO
Mercury 200 2.5L 3.0L DFI
1996-2000
Mfg Part #: 50-833153,898265008",False,122.56,9.4,,"50-833153,898265008"
74036,74036,"Grease Fitting Singles
Mercury
Mercruiserr
Cross Ref #: 8M0169589
Mfg Part #: 31345",False,3.77,0.01,8M0169589,31345
7412,7412,"Starter Motor 9 Tooth PRO
Tohatsu 30-40hp Suz 30-40hp
Mercury15-30 4stroke 853805T03
Mfg Part #: 3C8-76010,31100-9440",False,148.84,4.8,,"3C8-76010,31100-9440"
7434,7434,"Starter Motor 9 Tooth PRO
Suzuki DF150-250hp
2004 & Up
Cross Ref #: 31100-93J00, 31100-96J00, 31100-96J01, 31100-96J02, 5035078
Mfg Part #: 31100-93J00,96J00",False,183.91,6.5,"31100-93J00, 31100-96J00, 31100-96J01, 31100-96J02, 5035078","31100-93J00,96J00"
7442,7442,"Starter Motor 8 Tooth PRO
Suzuki 90/100, 150-225hp
31100-87D00
Mfg Part #: 31100-87D10, 92E00",False,175.14,6.31,,"31100-87D10, 92E00"
7444,7444,"Starter Motor 9 Tooth PRO
Suzuki 115-140hp 2 Stroke
Mfg Part #: 31100-94610, 94600",False,175.14,6.3,,"31100-94610, 94600"
7488P,7488P,"Gasket, Fuel Filter Bowl
Yamaha F/LF VZ Z 150-300Hp
2006-Current
Mfg Part #: 6P3-24564-00-00",True,3.5,0.1,,6P3-24564-00-00
7500P,7500P,"Pro Piston Kit STD PORT
Mercury 225-300 PROXS
Cross Ref #: 842986T03, 843200T03, 843200T08, 843200T13
Mfg Part #: 2720-842986T03",True,59.08,1.7,"842986T03, 843200T03, 843200T08, 843200T13",2720-842986T03
7515P,7515P,"Pro Piston Kit .015 PORT
Mercury 225-300 PROXS",True,59.08,1.7,,
7518R,7518R,"Connecting Rod Reconditioned
Johnson/Evinrude 120-300hp
1993-00 Looper
Cross Ref #: 435355, 5001542, 5005146, 5005208
Mfg Part #: 435355",False,61.77,2.0,"435355, 5001542, 5005146, 5005208",435355
7530P,7530P,"Pro Piston Kit .030 PORT
Mercury 225-300 PROXS",True,59.08,1.7,,
7603,7603,"Trim Motor, 4 Wire
Yamaha 225/250hp 76deg V6
1990-2003
Mfg Part #: 61A-43880-01-00",False,188.24,4.9,,61A-43880-01-00
7609,7609,"Trim Motor w/Relay Harness
Yamaha 60-90hp 87-91
115hp 1984 Base 70.5mm
Cross Ref #: 6H1-43880-00-00
Mfg Part #: 6H1-43880-00-00",False,159.36,5.0,6H1-43880-00-00,6H1-43880-00-00
7613,7613,"Trim Motor, 4 Bolt 2 Wire
Yamaha 40-50HP
1985-1992
Cross Ref #: 6H5-43880-00-00, 6H5-43880-01-00, 6H5-43880-02-00, 6H5-43880-02-00, 6H5-43880-09-00, 6264
Mfg Part #: 6H5-43880-02-00",True,144.68,3.2,"6H5-43880-00-00, 6H5-43880-01-00, 6H5-43880-02-00, 6H5-43880-02-00, 6H5-43880-09-00, 6264",6H5-43880-02-00
762,762,"Gasket, Powerhead Base Adapter
Johnson/Evinrude 150-235hp
V6 Big Bore Crossflow
Cross Ref #: 18-2550, 321026, 323214, 34460
Mfg Part #: 323214",True,5.64,0.03,"18-2550, 321026, 323214, 34460",323214
76244,76244,"Toggle Switch, On/Off SPST
Universal",False,4.24,,,
7626-1,7626-1,"Bearing Kit, Center Main OEM
Yamaha V4 V6
90 Degree
Cross Ref #: 93310-954U1-00, 93310-954V3-00
Mfg Part #: 93310-954U1-00",True,208.27,0.7,"93310-954U1-00, 93310-954V3-00",93310-954U1-00
7635AL,7635AL,"Anode, Zinc
Mercury Verado 350SCi
Mercruiser
Mfg Part #: 847635001",True,11.22,0.9,,847635001
7635Z,7635Z,"Anode, Zinc
Mercury Verado 350SCi
Mercruiser
Mfg Part #: 847635001",True,15.67,0.9,,847635001
7762,7762,"Fuel Filter, Generator
Kohler
Mfg Part #: 267987",True,8.44,,,267987
7771,7771,"Carburetor Kit
Yamaha 60hp 2001-05
70hp 1992-01
Cross Ref #: 33771, 6H2-W0093-10-00
Mfg Part #: 6H2-W0093-10-00",False,61.29,0.03,"33771, 6H2-W0093-10-00",6H2-W0093-10-00
7782,7782,"Fuel Filter
Yamaha 3.1L V6
Cross Ref #: 18-7782, 61A-24563-00-00
Mfg Part #: 61A-24563-00-00",True,29.55,0.1,"18-7782, 61A-24563-00-00",61A-24563-00-00
7814,7814,"Plug, Cylinder Block
Mercury 225 EFI 4 Stroke
Yamaha 150-250hp 4 Stroke
Cross Ref #: 887814, 887814, 93210-25647-00
Mfg Part #: 887814",True,0.43,0.01,"887814, 887814, 93210-25647-00",887814
785P,785P,"Pro Piston Kit Std. Port
Mercury 2.5L
Top Guided Bore 3.500",False,58.63,2.0,,
785PV,785PV,"ProV Piston Kit Std. Port
Mercury 2.5L
Top Guided Bore 3.500
Cross Ref #: 9737A7, 9737A9, 9737T9",False,63.48,2.0,"9737A7, 9737A9, 9737T9",
785S,785S,"Pro Piston Kit Std. Stbd
Mercury 2.5L
Top Guided Bore 3.500
Cross Ref #: 9738A7, 9738A9, 9738T9",False,66.91,2.0,"9738A7, 9738A9, 9738T9",
7853,7853,"Gasket, Head Cover Stbd
Mercury 225 EFI 4 Stroke
Yamaha F200-F225 2002-10
Cross Ref #: 69J-11193-00-00, 69J-11193-01-00, 887853
Mfg Part #: 27-887853",True,33.83,0.21,"69J-11193-00-00, 69J-11193-01-00, 887853",27-887853
7866-1,7866-1,"Fuel Filter OEM
Yamaha
Cross Ref #: ABA-FUELF-IL-TR, ABB-FUELF-IL-TR, MAR-FUELF-IL-TR, 18-7866, 7866P
Mfg Part #: MARFUELFILTR",False,18.86,1.4,"ABA-FUELF-IL-TR, ABB-FUELF-IL-TR, MAR-FUELF-IL-TR, 18-7866, 7866P",MARFUELFILTR
7866P,7866P,"Fuel Filter Water Separator
Yamaha
10 Micron
Cross Ref #: ABA-FUELF-IL-TR, ABB-FUELF-IL-TR, MAR-FUELF-IL-TR, YSC-10171-20-0C, 18-7866, 7866-1
Mfg Part #: MAR-FUELF-IL-TR",False,8.74,1.4,"ABA-FUELF-IL-TR, ABB-FUELF-IL-TR, MAR-FUELF-IL-TR, YSC-10171-20-0C, 18-7866, 7866-1",MAR-FUELF-IL-TR
7869A04,7869A04,"Powerhead Assembly
Mercury 225 DFI
2002
Cross Ref #: 877869A03, 877869A04, 877869A07
Mfg Part #: 877869A04",True,4522.56,240.0,"877869A03, 877869A04, 877869A07",877869A04
78962,78962,"Spring, Clutch Cross Pin
Mercury 135-300hp 2.5L 3.0L
Cross Ref #: 78962
Mfg Part #: 24-78962",True,9.1,0.07,78962,24-78962
7900V,7900V,"ProV Piston Kit Std.
Mercury 30-60 hp 2&3 Cyl
Bore Size 2.992
Cross Ref #: 850026A1, 850026T1",False,65.4,1.5,"850026A1, 850026T1",
7900XX,7900XX,"Wiseco Ring Set 79 MM
Yamaha 4 Stroke
Cross Ref #: 6D8-11603-00-00, 6D8-11603-01-00, 6D8-11603-10-00, 67F-11603-00-00, 67F-11603-01-00",True,25.81,0.1,"6D8-11603-00-00, 6D8-11603-01-00, 6D8-11603-10-00, 67F-11603-00-00, 67F-11603-01-00",
7903,7903,"Needle Kit
Force 40/50 &125hp
Cross Ref #: FK10107-1, FK10107-2, FK10107-3, 851903A1
Mfg Part #: 851903A 1",True,34.24,0.02,"FK10107-1, FK10107-2, FK10107-3, 851903A1",851903A 1
7911,7911,"Float, Carburetor OEM
Johnson/Evinrude 85-235hp
Crossflows
Cross Ref #: 383437
Mfg Part #: 383437",True,19.97,0.03,383437,383437
7915V,7915V,"ProV Piston Kit .015
Mercury 30-60 hp 2&3 Cyl
Bore Size 3.007
Cross Ref #: 821368A2, 850026A2, 850026T2
Mfg Part #: 705-850026T 2",False,64.11,1.5,"821368A2, 850026A2, 850026T2",705-850026T 2
7919P,7919P,"Fuel Filter
Racor Style 10 micron
10 Micron
Cross Ref #: 18-7919, 35-809097, 8M0103095, 809097
Mfg Part #: 35-809097",True,12.16,,"18-7919, 35-809097, 8M0103095, 809097",35-809097
7925XX,7925XX,"Wiseco Ring Set, .010
Yamaha 4 Cyl.
Cross Ref #: 6D8-11604-00-00, 6D8-11604-01-00, 6D8-11604-10-00, 67F-11604-00-00, 67F-11604-01-00
Mfg Part #: 6D8-11604-01-00",False,25.81,0.5,"6D8-11604-00-00, 6D8-11604-01-00, 6D8-11604-10-00, 67F-11604-00-00, 67F-11604-01-00",6D8-11604-01-00
7933P,7933P,"Fuel Filter with Bowl
Bracket 1/4"" Stainless
10 Micron",True,90.0,2.6,,
7935P,7935P,"Fuel Filter with Bowl
Bracket 3/8"" Aluminum
10 Micron",True,42.92,2.6,,
7937P,7937P,"Fuel Filter with Bowl
Bracket 3/8"" Stainless
10 Micron",True,80.0,2.6,,
7938P,7938P,"Fuel Filter without Bowl
Bracket 3/8"" Stainless
10 Micron",True,69.86,2.5,,
7940F,7940F,"Fuel Filter for 7940P
Universal
Mfg Part #: 35-60494-1",True,9.44,0.5,,35-60494-1
7944P,7944P,"Fuel Filter Water Sep 3.875""
Mercury, Short 10 Micron
Tohatsu, OMC
Cross Ref #: 18-7944, 3Y9022340, 3Y9022340M, 509532, 52456, 55501, 57250, 60494, 60494A5, 604941, 802893, 802893Q, 802893T, 805269, 8052691, 806771, 807172, 9-37800, 9-37801
Mfg Part #: 802893Q01",True,4.22,1.0,"18-7944, 3Y9022340, 3Y9022340M, 509532, 52456, 55501, 57250, 60494, 60494A5, 604941, 802893, 802893Q, 802893T, 805269, 8052691, 806771, 807172, 9-37800, 9-37801",802893Q01
7950XX,7950XX,"Piston Ring Set 79.5 mm
Yamaha 4 Stroke",True,25.81,0.1,,
8M0034912,8M0034912,"O-Ring Crankshaft
Mercury V6 & V8 4 Stroke
Mfg Part #: 895791",True,3.2,0.05,,895791
8M0045676,8M0045676,"Roller Bearing
Mercury 200-400HP Verado
Mfg Part #: 8M0045676",True,55.88,0.5,,8M0045676
8M0046569,8M0046569,"Ring Thrust
Mercury 200-450HP Verado
Mfg Part #: 8M0161546",True,16.45,0.23,,8M0161546
8M0047129,8M0047129,"Shift Cover, Design II
Mercury 135-300HP 3.0L
Mfg Part #: 8M0047129",True,25.9,0.8,,8M0047129
