init_id,sd,part_number,title,sbt_price,cost,has_stock,stock_eta,description,applications
108BT434,SD78382,108BT434,Seat Cover for Yamaha 2015 2016 2017 2018 VXR GP1800,264.95,185.45,False,,"NOTE: Custom Seats will be charged as soon as we get the order and before they are made (due to our inability to resell custom covers). Once charged, you order will not be refunded. Custom Seats typically ship within 5-7 business days from the time of order.

Our program allows you to see the pattern on-line and create your own color scheme for your brand new jet ski seat cover. The cover is made from high quality marine vinyl and designed to last for years. The individual section provides for a tight, custom fit and look.


Please choose the color for each panel:
Vinyl color choices:
Black, Deep Blue, Royal Blue, Teal, Burgundy, Gray, Dark Gray, Dark Green, Lime Green, Purple, Red, White, Yellow and Orange.
Carbon-Fiber color choices:
Black, Silver, Purple, White, Copper, Dark Gray, Yellow, Blue and Red.
Non Slip Material available in Black. 
Please note all seat covers are custom made to suit your specific color and material. 


There are no refunds or exchanges so please make sure to order correctly.


BlackTip Jetsports Seat Cover Color Samples may view differently than actual color, depending on monitor settings.

Color samples may be sent to you upon request or viewed by clicking this link Color Samples

**Seat Cover Does Not Include Strap**",2015-2017 VXR 2017-2018 GP1800
108BT435,SD78383,108BT435,Seat Cover for Yamaha VXS VXS Deluxe 2015 2016 2017 2018,249.95,174.95,False,,"NOTE: Custom Seats will be charged as soon as we get the order and before they are made (due to our inability to resell custom covers). Once charged, you order will not be refunded. Custom Seats typically ship within 5-7 business days from the time of order.

Our program allows you to see the pattern on-line and create your own color scheme for your brand new jet ski seat cover. The cover is made from high quality marine vinyl and designed to last for years. The individual section provides for a tight, custom fit and look.


Please choose the color for each panel:
Vinyl color choices:
Black, Deep Blue, Royal Blue, Teal, Burgundy, Gray, Dark Gray, Dark Green, Lime Green, Purple, Red, White, Yellow and Orange.
Carbon-Fiber color choices:
Black, Silver, Purple, White, Copper, Dark Gray, Yellow, Blue and Red.
Non Slip Material available in Black. 
Please note all seat covers are custom made to suit your specific color and material. 


There are no refunds or exchanges so please make sure to order correctly.


BlackTip Jetsports Seat Cover Color Samples may view differently than actual color, depending on monitor settings.

Color samples may be sent to you upon request or viewed by clicking this link Color Samples

**Seat Cover Does Not Include Strap**",2015-2018 VX2015-2016 VXS2015-2018 VX Deluxe
108BT436,SD78379,108BT436,FX Cruiser HO/SHO SVHO 2014-2018,294.95,205.95,False,,"Our program allows you to see the pattern on-line and create your own color scheme for your brand new jet ski seat cover. The cover is made from high quality marine vinyl and designed to last for years. The individual section provides for a tight, custom fit and look.

Please choose the color for each panel:

Vinyl color choices:
Black, Deep Blue, Royal Blue, Teal, Burgundy, Gray, Dark Gray, Dark Green, Lime Green, Purple, Red, White, Yellow, Orange and pink.

Carbon-Fiber color choices:
Black, Silver, Purple, White, Copper, Dark Gray, Yellow, Blue and Red.

Non Slip Material available in Black.

Please note all seat covers are custom made to suit your specific color and material. There are no refunds or exchanges so please make sure to order correctly.



BlackTip Jetsports Seat Cover Color Samples may view differently than actual color, depending on monitor settings.

Color samples may be sent to you upon request or viewed by clicking this link Color Samples",2014 FX Cruiser HO	 2014 FX Cruiser SHO	 2014 FX Cruiser SVHO	 	 2015 FX Cruiser SVHO	 2015 FX Cruiser SHO	 2015 FX Cruiser HO	 	 2016 FX Crusier SVHO	 2016 FX Cruiser SHO	 2016 FX Cruiser HO	 	 2017 FX Cruiser HO	 2017 FX Cruiser SVHO	 2017 FX Limited SVHO	
111WS205,SD00010185,111WS205,Storage Cover for Kawasaki 2003-2011 800 SX-R,138.95,106.85,True,In Stock ETA: 5-7 business days,"A good storage cover is essential to protect your Kawasaki watercraft while it is stored.

Our cover is made of 600D solution dyed polyester, which means the color goes all the way through and is much more fade resistant that other covers. Each Kawasaki Jet Ski cover comes with a tie down strap kit for trailering locally.

The Kawasaki covers work great for indoor and outdoor storage applications and the 600D material is breathable to help prevent mildew growth and allow moisture to evaporate.

All Kawasaki covers come in a Black and Gray 2 tone color pattern.

Kawasaki covers have a 1 year warranty against defects in workmanship or material.",2003 800 SX-R 2004 800 SX-R 2005 800 SX-R 2006 800 SX-R 2007 800 SX-R 2008 800 SX-R 2009 800 SX-R 2010 800 SX-R2011 800 SX-R
12-216,SD5023,12-216,Rear Drain,17.35,10.4,True,,"Quick and easy way to flush your Sea-Doo personal watercraft.

",1996-2008 All Sea-Doo PWC with rear drain pipe.
12-220,SD5073,12-220,SX/Jet Mate/JS550/TS/X2 Flush Kit,17.9,10.7,True,,Quick and easy way to flush your Kawasaki personal watercraft.,"1988 650 SX Flush Kit
1989 650 SX Flush Kit1989 300 SX Flush Kit1989 Jet Mate Flush Kit1989 JS550 Flush Kit1989 TS Flush Kit1989 X2 Flush Kit
1990 650 SX Flush Kit1990 300 SX Flush Kit1990 550 SX Flush Kit1990 Jet Mate Flush Kit1990 TS Flush Kit1990 X2 Flush Kit
1991 300 SX Flush Kit1991 Jet Mate Flush Kit1991 X2 Flush Kit"
12-501-30,SD13483,12-501-30,"6"" Caster Swivel Non Brake 1/2 Stud -13 Threads per inch",24.95,15.25,True,,"Shop cart replacement swivel 6""

1/2 Stud -13 Threads per inch",
130BE302,SD00003601,130BE302,,198.95,139.25,True,,"Pattern shown in images above are examples of pattern only. Finished product will vary depending on the size of foot-well and back platform space. BlackTip Jetsports Elite Mat kits are non-returnable. Please verify your Year, Make and Model before purchasing this Custom kit



BlackTip Jetsports Elite traction mats are unlike anything the PWC industry has ever seen. With more color and pattern choices available than ever before. With the Elite series you are in control. You are no longer limited to pick from just the standard cuts and colors. You pick your pattern and then pick the top color and bottom color of your mats. The bottom color will show through when we finish cutting the pattern for your specific watercraft. The Elite series mats are made from the same high quality material as our standard mat kits and also include our high strength PSA.

*Please note - Elite Mats will be charged as soon as we get the order and before they are made (due to our inability to resell Custom/Elite mats). Once charged, you order will not be refunded.



Lead time is 7-10 business days from order date.",1998 SLXH 1999 SLH1999 SLX
130BE807,SD10197,130BE807,,698.95,489.25,True,,"Pattern shown in images above are examples of pattern only. Finished product will vary depending on the size of foot-well and back platform space. BlackTip Jetsports Elite Mat kits are non-returnable. Please verify your Year, Make and Model before purchasing this Custom kit



BlackTip Jetsports Elite traction mats are unlike anything the PWC industry has ever seen. With more color and pattern choices available than ever before. With the Elite series you are in control. You are no longer limited to pick from just the standard cuts and colors. You pick your pattern and then pick the top color and bottom color of your mats. The bottom color will show through when we finish cutting the pattern for your specific watercraft. The Elite series mats are made from the same high quality material as our standard mat kits and also include our high strength PSA.

*Please note - Elite Mats will be charged as soon as we get the order and before they are made (due to our inability to resell Custom/Elite mats). Once charged, you order will not be refunded. 




Lead time is 21-30 business days from order date.

*Please note Signature Series is not available for Jet Boats.


",1998-1999 Speedster
130BT019,SD78460,130BT019,Black Marble Cut Groove - With Adhesive,71.95,50.35,True,,"Blacktip Jetsports Traction Mat Sheet Goods are a great upgrade to factory traction mats. They provide not only a custom look but superior traction for safety in all types of riding situations from racing to cruising.

All Blacktip Jetsports Traction Mat Sheets measure approximately 39 x 78 (1 meter by 2 meters) and come standard with Blacktip's Jetsports exclusive PSA ( pressure sensitive adhesive) to make installation easy - without the big mess of having to glue them down. Once cut to size, simply peel the backing off - press the mats or design into place and it's ready to go. This is an easy afternoon job and makes a world of difference on how your ski looks.

Blacktip Jetsports Traction Mat Sheet Goods are in stock and usually available same day in Cut Groove Black, Slate Gray, White Camo, Purple Marble, Red, Dark Blue, Blue Marble, Lime Green, White Granite and Black Marble. We also offer an alternative Blacktip Jetsports Traction Mat Sheet Good without PSA, available upon special request.

If you need assistance ordering or just have a few questions, please contact a member of our team by email Sales@shopSBT.com or by toll free 877.330.0231

To complete your custom Blacktip Jetsports look, please visit our Blacktip Jetsports Custom Seat Covers and our Blacktip Jetsports Traction Mat Kits

Color Samples may be sent to you upon request.",
130BT023,SD78463,130BT023,Black Diamond Plate - With Adhesive,71.95,50.35,True,,"Blacktip Jetsports Traction Mat Sheet Goods are a great upgrade to factory traction mats. They provide not only a custom look but superior traction for safety in all types of riding situations from racing to cruising.

All Blacktip Jetsports Traction Mat Sheets measure approximately 39 x 78 (1 meter by 2 meters) and come standard with Blacktip's Jetsports exclusive PSA ( pressure sensitive adhesive) to make installation easy - without the big mess of having to glue them down. Once cut to size, simply peel the backing off - press the mats or design into place and it's ready to go. This is an easy afternoon job and makes a world of difference on how your ski looks.

Blacktip Jetsports Traction Mat Sheet Goods are in stock and usually available same day in Cut Groove Black, Slate Gray, White Camo, Purple Marble, Red, Dark Blue, Blue Marble, Lime Green, White Granite and Black Marble. We also offer an alternative Blacktip Jetsports Traction Mat Sheet Good without PSA, available upon special request.

If you need assistance ordering or just have a few questions, please contact a member of our team by email Sales@shopSBT.com or by toll free 877.330.0231

To complete your custom Blacktip Jetsports look, please visit our Blacktip Jetsports Custom Seat Covers and our Blacktip Jetsports Traction Mat Kits

Color Samples may be sent to you upon request.",
