"Item #","DESC 1","DESC 2","DESC 3","X-REF #","Weight","Retail","Dealer","On Hand"
"3929-1","Check Valve, Carburetor OEM   ","Johnson/Evinrude              ",,"392988              ",0.01,45.49,38.67,5
"3934-40","Ring Kit, Piston  .040        ","Yamaha V4 - V6 90Deg 1984-88  ","Bore Size 3.583               ",,0.05,27.2598,16.6864,0
"394385","Fuel Manifold                 ","Johnson/Evinrude 120-225hp    ","1987-1992 90Deg Looper        ","394385              ",0.01,18.9881,17.3111,0
"395448","Ball & Socket Link            ","Johnson/Evinrude              ",,"395448              ",0.01,10.49,8.39,13
"395540","Manifold, Fuel                ","Johnson/Evinrude              ",,"395540, 5004610     ",0.02,35.296,20.5545,0
"398873","Anode, Donut                  ","Johnson/Evinrude 40-50hp      ",,"398873              ",0,22.9877,19.9328,0
"398873P","Anode, Donut                  ","Johnson/Evinrude 40-50hp      ","1998-2005                     ","398873              ",0,19.32,14.49,0
"4000PH","ProHP Piston Kit Std. Port    ","Mercury 2.0L                  ","Top Guided Bore 3.125         ","765-7442T32         ",1.9,141.0515,100.7329,0
"4000SH","ProHP Piston Kit Std. Stbd    ","Mercury 2.0L                  ","Top Guided Bore 3.125         ","765-7441T32         ",1.9,141.0515,100.7329,0
"40030","Cotter Pin 10 Pack            ","Yamaha / Suzuki               ","L-2"" D-5/32""                  ","91490-40030-00      ",0,9.989,7.5283,0
"4010750","Screw Upper Mount             ","Mercury 65-125hp              ",,"4010750             ",0.05,5.1,4.18,0
"4015PH","ProHP Piston Kit .015 Port    ","Mercury 2.0L                  ","Top Guided Bore 3.140         ","765-7444A11         ",1.9,141.0515,100.7329,0
"4015R","Ring Kit, Piston  .015        ","Mercury 2.0L                  ","Bore Size 3.140""              ",,0.04,43.531,30.4717,114
"4015S","Pro Piston Kit .015 Stbd      ","Mercury 2.0L                  ",,"765-7443A11         ",1.3,99.94,59.1658,0
"4015SH","ProHP Piston Kit .015 Stbd    ","Mercury 2.0L                  ","Top Guided Bore 3.140         ","765-7443A11         ",1.9,141.0515,100.7329,0
"403-IP","Thermostat 143° Inverted Flow ","Mercury 40-225hp 2cyl-V6      ",,"75692               ",0.05,15.99,10.2,0
"403-5","Thermostat 143?F Brass 5 Pack ","Johnson/Evinrude 9.5-235hp    ","393659, 437414, 434841        ",,0.1,59.944,37.3357,0
"403P","Thermostat 143ºF Stainless    ","Johnson/Evinrude 9.5-235hp    ",,"5005440             ",0.1,15.99,10.8,0
"403S-5","Thermostat 143?F SS 5 Pack    ","Johnson/Evinrude 9.5-235hp    ","437414, 434841, 5005440       ",,0.1,84.9415,62.1751,0
"4030PH","ProHP Piston Kit .030 Port    ","Mercury 2.0L                  ","Top Guided Bore 3.155         ","765-7446A11         ",1.9,141.0515,100.7329,0
"4030R","Ring Kit, Piston  .030        ","Mercury 2.0L                  ","Bore Size 3.155""              ","85636A4             ",0.04,33.9866,23.3501,114
"4030SH","ProHP Piston Kit .030 Stbd    ","Mercury 2.0L                  ","Top Guided Bore 3.155         ","765-7445A11         ",1.9,141.0515,100.7329,0
"4036W","Washer, Wrist Pin             ","Mercury 35-200hp              ","1 per pack                    ",,0.05,1.6764,0.9788,0
"404","Thermostat 133° Full Flow     ","Johnson/Evinrude 90-225HP     ","60° A Suffix Loopers          ","437090              ",0.1,14.99,9.6,0
"40832","O-Ring Kit, Compressor        ","Mercury 150-300HP DFI         ",,"832804A03           ",0.2,26.67,20.5,39
"41106-ZW9P","Anode, Plate Small Zinc       ","Honda                         ","BF8-50hp                      ","41106-ZW9-000       ",0.21,7.9492,4.06,0
"41107-ZV5-000P","Anode, Trim Tab Zinc          ","Honda BF25-50                 ",,,0.96,16.5983,12.078,0
"414-6233","Harness, Engine               ","Mercury 75-80hp Inline 4      ","1980-1983                     ","84-96233A2          ",0.7,215.5784,109.9668,0
"4148R","Connecting Rod Reman          ","Johnson/Evinrude 120-300hp    ","1992 & Below Loopers          ","394488              ",1.4,69.943,56.0545,0
"4198-1","O Ring, Carburetor Mounting   ","Yamaha 50/50hp OEM            ",,"6H4-14198-01-00     ",0.02,5.6494,4.52,0
"4200K","Engine Rebuild Kit Standard   ","Mercury 75-90hp L3 3.375"" Bore","1992-93 Top Guided            ",,10,0,0,0
"4200K4","Engine Rebuild Kit Standard   ","Mercury 100-115 L4 3.375"" Bore","1992-93 Top Guided            ",,10,0,0,0
"4200V","ProV Piston Kit Std.          ","Mercury L3-L4 70-115hp 92-93  ","Top Guided Bore 3.375         ","777-815965T4        ",1.4,172.9727,123.3199,0
"4215K","Engine Rebuild Kit .015 Over  ","Mercury 75-90hp L3 3.375"" Bore","1992-93 Top Guided            ",,10,0,0,0
"4215K4","Engine Rebuild Kit .015 Over  ","Mercury 100-115 L4 3.375"" Bore","1992-93 Top Guided            ",,10,0,0,0
"4215V","ProV Piston Kit .015          ","Mercury L3-L4 70-115hp 92-93  ","Top Guided Bore 3.390         ","777-815965A5        ",1.4,172.9727,123.3199,0
"423-7731","Adapter Cable, Shift Assist   ","Johnson/Evinrude              ",,"987731              ",2,64.6735,32.99,0
"423-9510","Adapter Harness               ","J/E Control to Merc Engine    ","with Tilt and Trim            ",,1.5,251.02,153.39,1
"4230K","Engine Rebuild Kit Standard   ","Mercury 75-90hp L3 3.375"" Bore","1992-93 Top Guided            ",,10,0,0,0
"4230K4","Engine Rebuild Kit .030 Over  ","Mercury 100-115 L4 3.375"" Bore","1992-93 Top Guided            ",,10,0,0,0
"4230V","ProV Piston Kit .030          ","Mercury L3-L4 70-115hp 92-93  ","Top Guided Bore 3.405         ","777-815596A6        ",1.5,172.9727,123.3199,0
"42961","Yoke                          ","Mercury 70-125HP 2-Stroke     ","75-115 EFI 4-Stroke           ","42961A06            ",2.188,160.08,131.27,6
"4300K6","Engine Rebuild Kit Standard   ","OMC V6 Big Bore 1993-Up       ","Finger Ported Looper          ",,17,1375,820,0
"43026","Impeller, Water Pump OE       ","Mercury 3cyl 3.0L Verado      ","Gen II & Force 75-120         ","43026T2             ",0.2,35.37,29,123
"4304","Magnet Kit w/Epoxy, Flywheel  ","Johnson/Evinrude V4 V6 Looper ","Also Fits V-6 Crossflow 35Amp ","584304              ",0.5,36.49,29.19,20
"4305H","Gasket Kit, Powerhead         ","JE 40-50hp 2cyl 81-99         ","Without Head Gaskets          ",,0.4,60.5434,37.0393,0
"4320H","Gasket Kit, Powerhead         ","Johnson/Evinrude Big Bore V8  ","Without Head Gaskets          ",,1.41,148.031,90.615,0
"4320P","Pro Piston Kit .020 Port      ","Johnson Evinrude 200-250 V6   ","Big Bore Finger Ported        ",,1.5,77.4922,55.0344,2
"4320S","Pro Piston Kit .020 Stbd      ","Johnson Evinrude 200-250 V6   ","Big Bore Finger Ported        ",,1.5,77.4922,55.0344,0
"4323-2H","Gasket Kit, Powerhead         ","Evinrude V6 FFI 3.685"" Bore   ","Without Head Gaskets          ",,1.2,126.1869,77.2417,0
"4326P","Cam Follower, Throttle        ","Johnson/Evinrude 40-300hp     ",,"432639              ",0.1,4.999,3.6061,0
"43300","Oil Tank Cap, Float Switch    ","Mercury 2.0L 2.4L 2.5L V6     ",,"43300A9             ",0.2,81.5,66.83,13
"43300A5","Cap Assembly                  ","Mercury V6 1989-2005          ",,"43300A5             ",0.14,86.67,71.07,4
"43300P","Oil Tank Cap, Float Switch    ","Mercury 2.0L 2.4L 2.5L V6     ",,"43300A9             ",0.2,75.9696,62.2944,125
"433000","Float Chamber, Carb Bowl      ","Johnson/Evinrude 90-175hp 60º ","1994 & Up                     ","433000              ",0.2,26.7682,17.3983,115
"435009","Pulse Limiter                 ","Johnson/Evinrude 25-300HP     ","Looper and 60°                ","435009              ",0.001,51.99,44.19,3
"435567","Seal Kit, Tilt & Trim System  ","Johnson/Evinrude 25-50hp      ",,"433816              ",0.1,98.49,83.33,8
"437-1","Gasket Kit, Powerhead         ","Mercury 90/115/140/150 L6     ",,"85653A87            ",1.3,134,109.88,4
"437090P","Thermostat 133ºF Full Flow    ","Johnson/Evinrude 90-225hp     ","60º A Suffix & Loopers        ","437090              ",0.06,24.6339,14.7763,0
"4375-1","Gasket Kit, Powerhead         ","Mercury 20/25hp 2cyl          ",,"41499A88            ",0.6,137.5,112.75,6
"43821","End Cap, Trim Cylinder OEM    ","Yamaha V4 V6 1986-96          ","Cap Only No Seals             ","6G5-43821-01-00     ",0.16,24.35,19.61,7
"438534R","Tilt & Trim Assembly          ","Johnson / Evinrude V4-V6 &Etec","Core Charge 200$              ","438534              ",25,1200,750,1
"439827","Throttle Sensor               ","Johnson/Evinrude 90-175HP FFI ","1997-UP                       ","439827, 5001793     ",0.1,112.49,98.98,0
"4400-1H","Gasket Kit, Powerhead         ","Yamaha V6 76 degree EFI 0X66  ","Without Head Gaskets          ",,1.8,194.9305,119.3007,0
"4402","Gasket Kit, Powerhead         ","Suzuki IL 3 Cyl               ","DT85 2000                     ","11403-95829         ",0.7,141.3354,87.5241,2
"4402-1","Gasket Kit, Powerhead         ","Suzuki 75/85hp                ","1983-1987                     ","11400-95895         ",2,175.55,140.42,0
"4403","Gasket Kit, Powerhead         ","Suzuki 150-225hp Carb 1987-97 ",,"11410-87841         ",2.5,633.0467,532.8594,0
"4404","Gasket Kit, Powerhead         ","Suzuki 150-225hp EFI          ","DT225 2001-2003               ","11400-92806         ",2.6,748.85,641.87,2
"4405","Gasket Kit, Powerhead         ","Suzuki 150-200hp 98-00        ","DT150 2000-2003               ","11400-88861         ",2.2,509.6,436.8,1
"4428","Fuel Pump, Electrical         ","Evinrude 75-175hp FFI         ",,"5004428,439347      ",4.4,937.49,808.81,0
"4430P","Pro Piston Kit .030           ","Mercury                       ",,,2,87.5385,53.5863,0
"44315","Base Gasket, Water Pump       ","Yamaha F225-F300 2006 & Late  ",,"6CE-44315-00-00     ",0.05,11.3,9.091,7
"44577","Carburetor Repair Kit         ","Mercury/Mariner 10-20HP 06-08 ",,"8M0044577           ",0.09,179.92,147.53,3
"4500K6","Engine Rebuild Kit Standard   ","Yamaha V6 HPDI 2.6 Liter      ","150-200HP 2000-08             ",,18,1739.2099,1055.45,0
"4513-4","Trigger                       ","Mercury 4cyl                  ",,"832952 2            ",0.63,134.87,81.63,7
"4520K6","Engine Rebuild Kit .020 Over  ","Yamaha V6 HPDI 2.6 Liter      ","150-200HP 2000-08             ",,18,1739.2099,1055.45,0
"453-0901","Boot Strap Adapter            ","Johnson/Evinrude              ",,"5000901             ",0.5,56.86,34.05,2
"45384","Spanner Nut                   ","Yamaha F250-F300 2006 & Late  ","OEM                           ","6CB-45384-00-00     ",0.25,73.6,60.35,7
"454-6908","EFI Remote, Analog            ","Mercury                       ",,,2,211.6588,107.9674,0
"454-9680","EFI Remote, Digital           ","Mercury                       ",,,1,323.3677,164.9502,0
"454-9684","EFI Remote, Digital           ","Mercury                       ",,,2,333.0687,169.8987,0
"4540K6","Engine Rebuild Kit .040 Over  ","Yamaha V6 HPDI 2.6 Liter      ","150-200HP 2000-08             ",,18,1739.2099,1055.45,0
"457-30","Ring Kit, Piston  .030        ","Force 40-150 Sportjet 90/120  ","Bore Size 3.405 Chrysler 140  ","39-818129A2         ",0.05,38.9261,22.6666,0
"459U","Crankshaft Used               ","Mercury 4Cyl Classic          ",,"459-9075  459-9075T ",25,590.9409,357.035,0
"4600C-1","Circlip 23mm OEM              ","Yamaha V4 V6 90Deg            ",,"6R5-11634-10-00     ",0.1,5.2,4.26,2
"4600KT","Engine Rebuild Kit Standard   ","Yamaha V6 6R5 90? 23mm        ","150-200HP 1993-Up             ",,16,1455.3999,916.575,0
"4600K4","Engine Rebuild Kit Standard   ","Yamaha V4 6R5 90? 23mm        ","115-130HP 1993-Up             ",,12,998.8799,599.94,0
"4600PH","ProHP Piston Kit Std. Port    ","Yamaha V4 V6 2.6L Carb & EFI  ","Bore 3.544                    ",,1.5,148.4452,106.0374,0
"4620KT","Engine Rebuild Kit .020 Over  ","Yamaha V6 6R5 90? 23mm        ","150-,200HP 1993-Up            ",,16,1455.3999,916.575,0
"4620K4","Engine Rebuild Kit .020 Over  ","Yamaha V4 6R5 90? 23mm        ","115-130HP 1993-Up             ",,12,998.8799,599.94,0
"4640KT","Engine Rebuild Kit .040 Over  ","Yamaha V6 6R5 90? 23mm        ","150-200HP 1993-Up             ",,16,1455.3999,916.575,0
"4640K4","Engine Rebuild Kit .040 Over  ","Yamaha V4 6R5 90? 23mm        ","115-130HP 1993-Up             ",,12,998.8799,599.94,0
"472","Gasket, Cylinder Drain Cover  ","Force 120-150hp               ",,"27-F686472          ",0.01,2.1012,1.3528,3
"48237","Bushing, Shift Shaft          ","Mercury                       ",,"48237               ",0.01,1.95,1.6,3
"485","Gasket, Powerhead Base        ","Mercury 65hp 3 Cyl            ",,"27-60317            ",0.05,6.375,4.2664,2
"4939","Gear Set, LH                  ","Johnson/Evinrude Counter      ",,"5004939             ",2.7,862.9037,786.7929,0
"4952A30","Switch Box                    ","Mercury 25hp 2cyl             ",,"18495A9             ",0.81,454.33,283,6
"4953-32","Switch Box, Long Wire         ","Sport Jet 175 2.5L            ","1997 & Up                     ","18495A10            ",0.91,483.06,298,2
"4984-1","O Ring, VST Seal              ","Yamaha                        ",,,0.01,39.696,28.777,0
"499H","Gasket Kit, Powerhead         ","Johnson/Evinrude V4 Crossflow ","Without head Gaskets          ",,1,75.6919,46.312,0
"5GH-13440-20-00","Oil Filter OEM                ","Yamaha 80/100/115             ","4 Stroke                      ",,0.5,12.9887,6.8857,0
"5GH-13440-61-00","Oil Filter                    ","Yamaha                        ",,"5GH-13440-61-00     ",0.1,13.99,11.19,1
"5000K4","Engine Rebuild Kit Standard   ","OMC V4 60 Deg Ficht           ","75-115HP 2000-03              ",,11,962.99,595,0
"5000K6","Engine Rebuild Kit Standard   ","OMC V6 60 Deg Ficht           ","150-175HP 2000-06             ",,14,1375.99,870,0
"5000334","Fuel Pump                     ","Johnson/Evinrude 150-175 60?  ","V6 FFI 1997-1998              ","5000334             ",1.5,218.3382,199.0725,0
"500118","Gear Lube Pump 5 gallon       ","Universal                     ",,"500118              ",6.36,77.49,65.87,2
"5002N","Starter Motor OE              ","Yamaha 40-60 HP               ",,"697-81800-12        ",9,493.9506,359.0752,1
"5005844","Nipple Kit                    ","Johnson/Evinrude              ","2 Nipples & O Rings           ","5005844             ",0.04,5.44,5.15,4
"5006085","Fuel Pump                     ","Johnson/Evinrude 40-90HP      ","2006-2008                     ","5006085             ",1.5,232.9667,214.5678,0
"5006342","Gasket Kit, Powerhead         ","E-Tec 200-300 Hp 3.3L         ","2004-2009                     ","5006342             ",1,459.99,389.217,1
"5006687","Piston, Kit Std Port          ","Johnson 150-175 60Deg 91-06   ",,"436242              ",0,136.69,115.36,4
"5006688","Piston, Kit Std Stbd          ","Johnson 150-175 60deg 91-06   ",,"436243              ",0,140.79,116.15,0
"5007303","Piston Kit, .020 PORT         ","J/E 200-300HP ETEC 3.4L       ","2008-2010                     ",,2,0,0,0
"5007396","Powerhead Assembly            ","E-tec 40-50Hp                 ","2007-17                       ","5007396             ",0,0,0,1
"5007415","Spark Plug Wire 12""           ","Evinrude E-tech               ",,"5007415             ",0.1,51.99,46.79,12
"5007636","Spark Plug Wire 9""            ","Evinrude E-tec                ",,"5007636             ",0.1,35.99,28.79,2
"5007705","Gearcase Used                 ","E-Tec 135-300hp               ","Magnum / Blue Model           ","5007705             ",65,4895,3000,0
"5008544","Piston Kit, STD. PORT         ","Johnson/Evinrude ETEC  3.4L   ","200-300HP 2008-2010           ","5007696             ",3,184.49,158.129,0
"5008545","Piston Kit, STD. STBD         ","J/E 200-300HP ETEC 3.4L       ","2008-2010                     ","5008545, 5007697    ",3,165.75,135,1
"5010025","Fuel Pump Assy w/o bracket    ","Evinrude E-Tec 200-250hp      ","2006                          ","5010025             ",0.8,156.99,138.14,3
"5010819","Fuel Pump & Vapor Separator   ","BRP 115-200HP 60° V6 2.6L     ",,,3,583.99,470.04,3
"5020K4","Engine Rebuild Kit .020 Over  ","OMC V6 60 Deg Ficht           ","75-115HP 2000-03              ",,11,962.5,632,0
"5020K6","Engine Rebuild Kit .020 Over  ","OMC V6 60 Deg Ficht           ","150-175HP 2000-06             ",,14,1375.99,907.5,0
"5027","Float, Carburetor             ","Force 25-85hp                 ","Chrysler 25-115hp             ","F10135              ",0.03,21.0479,17.1785,0
"5030K4","Engine Rebuild Kit .030 Over  ","OMC V6 60 Deg Ficht           ","75-115HP 2000-03              ",,11,962.5,632.5,0
"5030K6","Engine Rebuild Kit .030 Over  ","OMC V6 60 Deg Ficht           ","150-175HP 2000-06             ",,14,1375.99,907.5,0
"5031417","Impeller, Water Pump          ","Suzuki DT20-DT40C 1980-87     ","DF25/30/40/50 2000-2003       ","5031417             ",0.2,29.42,25,5
"5039","Temperature Switch Port       ","Johnson Evinrude175-250hp FFI ","93 and up                     ","585039              ",0.1,152.9747,139.4783,0
"5078","Fuel Pump                     ","Johnson/Evinrude              ","1996 & Up                     ","5007429             ",0.5,144.1156,117.6175,0
"5111P","Ignition Coil                 ","Yamaha 55HP 2 Cyl. 1989-94    ","90HP 1984-1988                ","697-85570-11-00     ",1,39.254,28.9308,0
"51211","Gasket, Engine Holder         ","Suzuki 150-225hp              ",,"51211-87D30         ",0.4,66.56,56.58,1
"5128-1","Coil, Ignition OEM            ","Yamaha 115-200hp V4 V6        ",,"6R3-85570-01-00     ",0.2,77.8,61.86,9
"5133","Nut, Cone Filter to VST       ","Johnson Evinrude 90-175hp 60º ",,"335112              ",0.01,9.71,6.8,0
"5189","Screw, Water Pump             ","Johnson/Evinrude              ",,"323626              ",0.02,0,0,0
"5194C","Screw                         ","Johnson/Evinrude              ",,"306643              ",0.02,0,0,0
"52231","Gasket, Powerhed Base         ","Suzuki 150-225hp              ","1986 & Up                     ","52231-87D30         ",0.5,54.46,44.92,2
"5231","Anode, Cylinder Head          ","Yamaha 80-300HP               ",,"67F-11325-00-00     ",0.2,13.99,8.39,61
"52331","Gasket, Exhaust Base          ","Suzuki 150-225hp              ",,"52331-87D30         ",0.3,43.26,35.7,4
"52601","Gear Set                      ","Yamaha 4 Stroke 75-100HP      ","1999-2010                     ",,4,418.99,314,4
"5279-6W","Voltage Regulator 16 or 40 Amp","Mercury 40-225 1990 and up    ","Sportjet 175-210              ","815279T             ",0,110.8729,67.8652,0
"53079A1","Bearing, Driveshaft Upper OEM ","Mercury V6 Preload Driveshaft ","pre Alpha I Preload Driveshaft","53079               ",0.5,38.5,31.57,1
"5337","Drive Gear & Shaft 10 Tooth   ","Johnson Evinrude 75-175 60 Deg","91 & Up V6 / 97 & Up V4 All DI","5004518             ",0.9,40.396,25.2424,0
"538555-CJI","Fuel Pump, External Pulse     ","Johnson/Evinrude              ","3 Nipple Design/ w/gasket     ","438555              ",0.5,41.7995,25.0775,0
"5386","Starter Motor 10 Tooth ARCO   ","Johnson Evinrude 140 V4 Looper","1985 & Up                     ","393570,585060,586285",7.4,191.95,135.95,3
"5456-16","Stator, 16amp 5/8"" Laminate   ","Mercury V6                    ",,"398-5454A 7         ",3.21,318.7,190.84,4
"55-1810","Bearing Buddy                 ","Hub Size 1.810                ",,,0,20.35,17.28,0
"55-2328","Bearing Buddy                 ","Hub Size 2.328                ",,,0,26.5,21.38,0
"55-2717","Bearing Buddy                 ","Hub Size 2.717                ",,,0,39.95,33.26,0
"5500","Piston Kit Std                ","Johnson Evinrude 20-35HP 2Cyl ","Bore Size 3.000               ","392621              ",1.28,104.977,64.2372,0
"55125-87E01P","Anode, Trim Tab               ","Suzuki  DT90 89-97/DT100 89-00","DF60/70 1998-2009             ","55125-87E01         ",0.8,13.32,7.99,3
"55125-95500P","Anode                         ","J/E / Suzuki  DT 40-85        ","DF40/50 99-10 & DF40A/50A/60A ","55125-95500         ",1,9.01,6.76,11
"5520","Piston Kit .020               ","Johnson Evinrude 20-35hp2Cyl  ","Bore Size 3.020               ",,1.28,103.9376,63.6012,0
"5530","Pro Piston Kit .030           ","Johnson Evinrude 20-35hp 2Cyl ","Bore Size 3.030               ","396576              ",1.28,103.9376,63.6012,0
"55300-95500P","Anode, Block Zinc             ","Suzuki DT2-DT75               ","DF8/DF9.9/DF15/DF40/DF60 2011-","55300-95500         ",0.2,13.99,9.99,0
"5552T","Divider Plate, Exhaust        ","Mercury 150-225 EFI Pro Max   ","2.5L Race OS                  ","815552T1            ",2,502.48,412.03,4
"5555","Fuel Rail Repair 1 Regulator  ","Mercury Optimax Engines       ","Fuel OR Air Regulator         ",,3,384.9615,204.02,0
"5556","Fuel Rail Repair 2 Regulators ","Mercury Optimax Engines       ","Fuel & Air Regulator Repair   ",,3,468.9531,334.5928,0
"55910","Nut, Pinion 437x20            ","Mercury 30,40,50hp            ",,"11-55910            ",0.02,5.3,4.35,0
"561","Reverse Gear                  ","Johnson/Evinrude              ",,"336561              ",1.2,258.2217,155.4515,0
"5621","Gasket, Cylinder Head OEM     ","Suzuki 75 & 85hp              ",,"11141-95621         ",0.3,66.87,53.5,3
"5709P","Rectifier, 4wire ring term    ","Johnson/Evinrude 9.9-55       ",,"581778              ",0.2,21.8029,13.3416,0
"5744","Voltage Regulator             ","Chrysler/Force                ",,"819527A1            ",1,158.9841,96.9095,0
"5766","Power Pack                    ","Johnson/Evinrude 70hp 3cyl    ",,"583748              ",0.8,182.69,109.5,8
"58-1900","Timer Base                    ","Johnson/Evinrude 85-135hp V4  ",,"581900              ",2.5,304.9895,248.9248,0
"58-2262","Power Pack                    ","Johnson/Evinrude              ",,"582262              ",0.5,114.6485,69.0522,0
"58-3375","Timer Base                    ","Johnson/Evinrude              ",,"583375              ",1.1,365.1235,298.8485,0
"58-3376","Timer Base                    ","Johnson/Evinrude 85-140hp     ",,"583376              ",0.8,322.89,267.09,2
"58-3377","Timer Base                    ","Johnson/Evinrude 150-235hp V6 ",,"583377              ",0.8,411.49,349.77,2
"58-3378","Timer Base                    ","Johnson/Evinrude 65-75hp 3cyl ",,"583378              ",0.7,308.99,256.87,2
"58-3379","Timer Base                    ","Johnson/Evinrude 85-125hp V4  ","Crossflows                    ","583379              ",0.7,329.49,271.83,1
"58-3508","Timer Base                    ","Johnson/Evinrude 120-140hp    ",,"583508              ",0.9,376.99,323.129,3
"58-4041","Power Pack                    ","Johnson/Evinrude V4 Looper    ",,"584041              ",1,137.5232,82.5774,0
"58-4044","Power Pack                    ","Johnson/Evinrude 150hp xflow  ","1989-1991                     ","584044              ",1,210.9389,162.757,0
"58-4586","Timer Base                    ","Johnson/Evinrude Looper       ",,,1,341.1634,210.0881,0
"58-4910","Power Pack                    ","Johnson/Evinrude 60deg V6     ",,"584910,584985       ",1.85,213.9786,130.2464,0
"58-5204","Voltage Regulator, 35amp      ","Johnson/Evinrude              ",,"395204              ",1.5,207.6792,127.1249,0
"58-6217","Power Pack                    ","Johnson/Evinrude V6           ",,"586212              ",1.75,225.675,136.5389,0
"5820P","Solenoid                      ","Mercury                       ",,"818999A2            ",0.4,19.99,12.99,0
"5828","Voltage Regulator 35amp       ","Johnson/Evinrude 150/175 60º  ","1991-1995                     ","439561              ",0.91,268.9731,162.91,0
"58281","Cylinder Head                 ","Mercury 2.5L 200hp, 00-^      ",,"858281A10,858281T1  ",8.3,482.86,395.95,2
"582926","Stator w/ Coils               ","Johnson/Evinude 9.9-15        ",,"582926              ",0.9,58.9841,49.6381,0
"583359","Sending Unit, Tilt & Trim     ","Johnson/Evinrude              ",,"583359              ",0.5,77.0323,63.8889,0
"583789","Temperature Switch            ","Johnson Evinrude              ",,"583789              ",0.06,128.9771,117.5971,0
"584823","Power Pack OEM                ","Johnson/Evrinrude 25/35hp 3cyl","1996-1999                     ","584823              ",0.9,515.99,438.59,1
"585023","Temperature Sensor Port       ","Johnson Evinrude 25-175hp     ",,"585023              ",0.1,179.95,136.95,0
"585257","Stator FFI                    ","Evinrude 90-175 FFI           ","1997-2000                     ","585257              ",5.8,304.9595,256.6674,0
"5859","Stator                        ","Mercury 75hp 4cyl             ",,"398-5454A26         ",3.2,201.6246,154.2634,0
"586381","Ignition Module Assy          ","Evinrude 150/175 FFI V6       ","1997-1998                     ","586381              ",2,1370.8529,1153.7943,0
"586661","Power Pack OEM                ","Johnson/Evinrude 185-225hp    ","V6 Looper                     ","586212              ",1.9,402.99,287.86,2
"5867","Stator                        ","Mercury 135-200hp V6          ",,"398-9873A39         ",3.41,273.3027,223.0551,0
"586854P","Ignition Coil                 ","Evinrude E-tec 200-250 05-08  ",,"586854              ",0.6,57.57,33.75,0
"5873","Stator Kit                    ","Mercury 30-120hp              ","Force 40-120 SportJet 120     ","398-832075A6        ",4.2,413.79,289.47,2
"5875","Stator, 40amp 2 Wire          ","Mercury 135-200 2.5L          ",,"398-9610A5          ",5.5,428.9471,306.03,0
"59002P","Sensor, Oil PSI               ","Mercury Verado 4 & 6 cyl      ","Pro                           ","889659002           ",0,82.8925,63.4254,0
"59399R14","Gearcase Assy 1.75:1 25"" RH   ","Mercury 3.0L                  ",,"1623-859399R14      ",60,3399.61,2601.204,0
"59399R16","Gearcase Assy 1.75:1 25"" LH   ","Mercury 3.0L                  ",,"1623-859399T16      ",60,3895.6004,3060.249,0
"59399T","Housing, Gearcase             ","Mercury 3.0L                  ",,"857113T3            ",30,1744.57,1430.55,2
"59399T13","Gearcase Assy 1.75:1 20"" RH   ","Mercury 3.0L                  ",,"859399T13           ",60,2957.15,2424.86,3
"59399T17","Gearcase Assy 1.75:1 30"" LH   ","Mercury 3.0L                  ",,"1623-859399T17      ",67,2921.43,2405.88,0
"5980","Bearing, Forward Gear Needle  ","Mercury 40-300hp / OE         ","Gen II                        ","30895T              ",0.1,21.78,17.86,3
"6AG-11181P","Gasket, Cylinder Head         ","Yamaha  F15/F20               ","2006-Later                    ","6AG-11181-00-00     ",0,36.3499,23.129,1
"6AH-46241P","Belt, Timing                  ","Yamaha F15/F20                ","2006-Later     80 Tooth       ","6AH-46241-00-00     ",0.5,27.2591,17.9873,5
"6AW-W0001-20-00","Gasket Kit, Lower Unit        ","Yamaha F300-F350              ","2008-2012                     ","6AW-W0001-21-00     ",1.5,280.9719,243.6509,0
"6AW-43880P","Trim Motor, 12V               ","Yamaha F350 2006 & Late       ",,"6AW-43880-01-00     ",3.5,340.4092,220.5357,0
"6AW-44323","Wear Plate, Water Pump OEM    ","Yamaha F300-350               ",,"6AW-44323-00-00     ",0.4,79.3,63.831,2
"6AW-44365P","Damper, Water Seal            ","Yamaha 225-350hp              ","2006-Later                    ","6AW-44365-00-00     ",0.02,2.2714,1.3628,0
"6AW-45354-00-00","Retainer Nut, Carrier Gearcase","Yamaha F300-F350 OEM          ",,"6AW-45384-00-00     ",0.5,93.95,77.04,2
"6AWW0078P","Water Pump Kit w/ housing     ","Yamaha F300 &F350             ",,"6AW-W0078-00-00     ",1.2,89.753,54.0086,35
"6A9","Ring Kit, Piston  Std         ","Mariner 25A 25C 6A9 Models    ","OEM 81095M, 81095T            ","39-81095T           ",0.063,35.58,29.18,0
"6BG-13761P","Injector, Fuel                ","Yamaha 30/40 HP 4 Stroke      ","2006 to Later                 ","6BG-13761-00-00     ",0.2,117.4464,65.4371,0
"6CB-12113P","Valve Spring                  ","Yamaha 4.2L&Inline 200        ",,"6CB-12113-00-00     ",0.02,9.05,5.85,0
"6CB-13907-00-00","Fuel Pump                     ","Yamaha F225-F300 2006-Late    ","(end to end 3 3/4"")           ","6CB-13907-00-00     ",1,201.7,165.39,2
"6CB-13907-10-00","Fuel Pump, VST OEM            ","Yamaha F225-F300 4.2L         ","2011 & Up (end to end 4 1/2"") ","6CB-13907-10-00     ",0.8,396.9,357.187,5
"6CB-14984-00-00","Gasket Seal, Float Chamber    ","Yamaha F115-F350 OEM          ",,"6CB-14984-00-00     ",0.02,62,49.935,4
